"","Participant","Hours_In_Study","Total_16S","Lactobacillus_crispatus","Lactobacillus_jensenii","Lactobacillus_iners","Gardnerella_vaginalis","Megasphaera","BVAB2","Atopobium_vaginae"
"2909",20,572,1.13e+10,93.8,6.31e+08,1.55e+10,65400,93.8,93.8,576
"2912",20,597,6e+09,93.8,7.16e+08,5.91e+09,149000,93.8,316,949
"2915",20,621,7.98e+09,93.8,8.44e+08,5.54e+09,61100,93.8,93.8,93.8
"2918",20,645,8.08e+09,93.8,6.49e+08,7.57e+09,66600,93.8,93.8,371
"2921",20,669,2e+09,93.8,482000,1.6e+09,42500,93.8,93.8,93.8
"2922",20,716,3.84e+09,93.8,1.38e+08,5.7e+09,19600,93.8,93.8,363
"2923",20,742,2.05e+09,93.8,6e+05,3.4e+09,719000,93.8,93.8,3490
"2926",20,761,6.3e+09,93.8,525000,8.37e+09,537000,93.8,93.8,11100
"2929",20,791,4.58e+09,188,39300000,5.37e+09,106000,93.8,220,17400
"2932",20,814,7.69e+09,241,13600000,9.79e+09,146000,93.8,798,36700
"2934",20,838,4.93e+09,93.8,36400000,6.5e+09,18000,93.8,93.8,3420
"2937",20,862,1.48e+10,93.8,51300000,1.8e+10,45000,93.8,93.8,1350
"2940",20,886,4.74e+09,93.8,62700000,4.12e+09,13100,93.8,93.8,93.8
"2943",20,911,6.38e+09,93.8,1.54e+08,7.55e+09,39300,93.8,93.8,93.8
"2946",20,934,5.71e+09,93.8,1.28e+08,7.08e+09,62600,93.8,93.8,93.8
"2948",20,957,5.37e+09,93.8,1.75e+08,6.31e+09,11200,93.8,93.8,93.8
"2950",20,982,7.5e+09,1060,1.48e+08,8.77e+09,63900,93.8,93.8,93.8
"2953",20,1006,7.22e+09,93.8,3.92e+08,1.06e+10,23700,93.8,93.8,93.8
"2955",20,1025,9.54e+09,93.8,2.85e+08,1.09e+10,733000,93.8,93.8,192
"2958",20,1055,6.85e+09,93.8,1.17e+08,5.52e+09,935000,93.8,93.8,9400
"2960",20,1106,7.06e+09,93.8,3e+07,8.59e+09,8060000,93.8,93.8,266000
"2963",20,1127,5.65e+09,93.8,50300000,7.57e+09,12700000,93.8,93.8,2840000
"2966",20,1149,7.78e+09,93.8,9750000,1.04e+10,52700000,93.8,93.8,9030000
"2967",20,1172,9.74e+09,93.8,2.02e+08,1.65e+10,912000,93.8,93.8,9990
"2970",20,1197,1.85e+09,93.8,14800000,1.44e+09,4090000,93.8,93.8,29700
"2974",20,1245,3.97e+09,93.8,47800000,4.47e+09,1860000,93.8,93.8,11400
"2976",20,1275,7.4e+09,93.8,3.04e+08,1.15e+10,1430000,93.8,93.8,21800
"2979",20,1291,4.92e+09,93.8,36200000,5.41e+09,1520000,93.8,598,23400
"2982",20,1319,2.72e+09,93.8,15700000,4.55e+09,199000,93.8,552,12000
"2985",20,1342,6.09e+09,1240,2.43e+08,9e+09,259000,93.8,199,23900
"2988",20,1365,3.24e+09,93.8,1.16e+08,4.46e+09,35800,93.8,93.8,2510
"2991",20,1388,2.53e+09,93.8,84700000,2.79e+09,2600,93.8,93.8,204
"2994",20,1416,4.44e+09,93.8,1.48e+08,5.88e+09,8920,93.8,93.8,10800
"2996",20,1435,6.71e+09,93.8,2.41e+08,7.88e+09,20500,93.8,232,41000
"2999",20,1466,5.18e+09,1180,3.6e+07,5.6e+09,6470000,451,16900,4890000
